experiment_accession	experiment_title	organism_name	instrument	submitter	study_accession	study_title	sample_accession	sample_title	total_size_mb	total_runs	total_spots	total_bases	library_name	library_strategy	library_source	library_selection	bioproject	publication_url	publication_doi	publication_title	excluded	exclusion_criteria	oligo_dt_annotated	blood_meal_hour	sex.x	contam	pool_size	tissue.x	source	run_accession	experiment_desc	organism_taxid	library_layout	instrument_model	instrument_model_desc	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	isolate	breed	host	isolation_source	collection_date	geo_loc_name	tissue.y	dev_stage	sex.y	biosamplemodel	age	analysis_type	data_type	gssr_id	library_type	lsid	material_type	product_order	product_part_number	project	research_project	root_sample_id	sample_id	work_request	rna isolation method	collection date	strain	specific host	"geographic location (country and/or sea, region)"	analyte type	isolation-source	rna isolation	sample_type	tissue_type	label	id	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRX840981	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205932' containing sample 'AAE1-4'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052123	Arthropod Cell Line RNA Seq	SRS817573	NA	370.44	2	4231410	643174320	Solexa-205932	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238776	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1765151	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205932' containing sample 'AAE1-4'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	388431287	2126410	323214320	H7A2CADXX131213.2.tagged_509.bam	SRR1765151.sralite	81229088	2021-06-16T10:58:33Z	01bbdfe6e9514f55fb91bec5c64addaa	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1765151/SRR1765151.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765151/SRR1765151.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765151/SRR1765151.sralite.1	worldwide	anonymous	gs://sra-pub-zq-4/SRR1765151/SRR1765151.noqual.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448003	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2A	RNA:Total RNA	PDO-2348	P-RNA-0001	G50968	RP-510	SM-49JMQ	SM-57M2A	39145	missing	9/14/00	AAE1-4	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1765151/SRR1765151_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1765151/SRR1765151_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR176/001/SRR1765151/SRR1765151_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR176/001/SRR1765151/SRR1765151_2.fastq.gz
SRX840967	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205941' containing sample 'AAE2-3'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052154	Arthropod Cell Line RNA Seq	SRS817620	NA	173.08	1	1978848	300784896	Solexa-205941	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238783	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1755894	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205941' containing sample 'AAE2-3'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	181490760	1978848	300784896	H7A21ADXX131215.2.tagged_581.bam	SRR1755894.sralite	75583074	2020-06-13T03:03:27Z	8c67bc9b592a490b9db39288be1ce0ea	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-6/SRR1755894/SRR1755894.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755894/SRR1755894.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755894/SRR1755894.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1755894/SRR1755894.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448006	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2J	RNA:Total RNA	PDO-2348	P-RNA-0001	G50975	RP-510	SM-49JMX	SM-57M2J	39145	missing	9/14/00	AAE2-3	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/004/SRR1755894/SRR1755894_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/004/SRR1755894/SRR1755894_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/004/SRR1755894/SRR1755894_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/004/SRR1755894/SRR1755894_2.fastq.gz
SRX840966	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205940' containing sample 'AAE2-2'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052091	Arthropod Cell Line RNA Seq	SRS817536	NA	255.9	2	2882920	438203840	Solexa-205940	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238782	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1755893	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205940' containing sample 'AAE2-2'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	268333639	1414948	215072096	H7A7UADXX131213.2.tagged_559.bam	SRR1755893.sralite	54102412	2020-06-23T08:03:08Z	69429d153f67b0878a1a8b93675f98b1	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-6/SRR1755893/SRR1755893.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755893/SRR1755893.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755893/SRR1755893.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1755893/SRR1755893.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448005	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2I	RNA:Total RNA	PDO-2348	P-RNA-0001	G50974	RP-510	SM-49JMW	SM-57M2I	39145	missing	9/14/00	AAE2-2	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/003/SRR1755893/SRR1755893_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/003/SRR1755893/SRR1755893_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/003/SRR1755893/SRR1755893_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/003/SRR1755893/SRR1755893_2.fastq.gz
SRX840966	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205940' containing sample 'AAE2-2'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052091	Arthropod Cell Line RNA Seq	SRS817536	NA	255.9	2	2882920	438203840	Solexa-205940	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238782	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1765079	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205940' containing sample 'AAE2-2'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	268333639	1467972	223131744	H7A7UADXX131213.1.tagged_559.bam	SRR1765079.sralite	56128872	2020-06-21T22:46:13Z	cef89647b7235f8cca91d64106755f35	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-2/SRR1765079/SRR1765079.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765079/SRR1765079.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765079/SRR1765079.sralite.1	worldwide	anonymous	gs://sra-pub-zq-4/SRR1765079/SRR1765079.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448005	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2I	RNA:Total RNA	PDO-2348	P-RNA-0001	G50974	RP-510	SM-49JMW	SM-57M2I	39145	missing	9/14/00	AAE2-2	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1765079/SRR1765079_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1765079/SRR1765079_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR176/009/SRR1765079/SRR1765079_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR176/009/SRR1765079/SRR1765079_2.fastq.gz
SRX840956	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205931' containing sample 'AAE1-3'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052145	Arthropod Cell Line RNA Seq	SRS817611	NA	363.08	2	4102237	623540024	Solexa-205931	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238775	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1755882	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205931' containing sample 'AAE1-3'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	380716776	2095979	318588808	H7A7UADXX131213.1.tagged_320.bam	SRR1755882.sralite	80100860	2020-06-21T22:38:53Z	e166aa5726c6823b422ef677a5f651d5	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-2/SRR1755882/SRR1755882.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755882/SRR1755882.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755882/SRR1755882.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1755882/SRR1755882.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448002	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M29	RNA:Total RNA	PDO-2348	P-RNA-0001	G50967	RP-510	SM-49JMP	SM-57M29	39145	missing	9/14/00	AAE1-3	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRX840956	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205931' containing sample 'AAE1-3'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052145	Arthropod Cell Line RNA Seq	SRS817611	NA	363.08	2	4102237	623540024	Solexa-205931	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238775	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1755921	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205931' containing sample 'AAE1-3'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	380716776	2006258	304951216	H7A7UADXX131213.2.tagged_320.bam	SRR1755921.sralite	76669258	2021-06-15T11:34:50Z	c4ecc844810c342126f471596eac2e16	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1755921/SRR1755921.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755921/SRR1755921.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755921/SRR1755921.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1755921/SRR1755921.noqual.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448002	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M29	RNA:Total RNA	PDO-2348	P-RNA-0001	G50967	RP-510	SM-49JMP	SM-57M29	39145	missing	9/14/00	AAE1-3	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRX840949	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205931' containing sample 'AAE1-3'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052145	Arthropod Cell Line RNA Seq	SRS817611	NA	333.17	2	3877971	589451592	Solexa-205931	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238775	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1755874	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205931' containing sample 'AAE1-3'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	349351650	1879055	285616360	H7A1YADXX131213.2.tagged_320.bam	SRR1755874.sralite	71794252	2020-06-21T22:39:07Z	705ec088bc927daf0a7023971bf9304b	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-2/SRR1755874/SRR1755874.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755874/SRR1755874.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755874/SRR1755874.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1755874/SRR1755874.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448002	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M29	RNA:Total RNA	PDO-2348	P-RNA-0001	G50967	RP-510	SM-49JMP	SM-57M29	39145	missing	9/14/00	AAE1-3	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRX840949	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205931' containing sample 'AAE1-3'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052145	Arthropod Cell Line RNA Seq	SRS817611	NA	333.17	2	3877971	589451592	Solexa-205931	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238775	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1755945	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205931' containing sample 'AAE1-3'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	349351650	1998916	303835232	H7A1YADXX131213.1.tagged_320.bam	SRR1755945.sralite	76389352	2020-06-20T21:06:09Z	d61b63348fcea12027c9aeb58afdc7e9	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR1755945/SRR1755945.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755945/SRR1755945.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755945/SRR1755945.sralite.1	worldwide	anonymous	gs://sra-pub-zq-3/SRR1755945/SRR1755945.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448002	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M29	RNA:Total RNA	PDO-2348	P-RNA-0001	G50967	RP-510	SM-49JMP	SM-57M29	39145	missing	9/14/00	AAE1-3	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	NA	NA	NA	NA	NA
SRX840902	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205932' containing sample 'AAE1-4'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052123	Arthropod Cell Line RNA Seq	SRS817573	NA	411.66	2	4626511	703229672	Solexa-205932	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238776	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1755789	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205932' containing sample 'AAE1-4'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	431653945	2362207	359055464	H7A7UADXX131213.1.tagged_509.bam	SRR1755789.sralite	90259856	2020-06-13T03:03:35Z	65d3ead617f5d35d47ad88cb8f1871a8	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-6/SRR1755789/SRR1755789.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755789/SRR1755789.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755789/SRR1755789.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1755789/SRR1755789.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448003	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2A	RNA:Total RNA	PDO-2348	P-RNA-0001	G50968	RP-510	SM-49JMQ	SM-57M2A	39145	missing	9/14/00	AAE1-4	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/009/SRR1755789/SRR1755789_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/009/SRR1755789/SRR1755789_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/009/SRR1755789/SRR1755789_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/009/SRR1755789/SRR1755789_2.fastq.gz
SRX840902	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205932' containing sample 'AAE1-4'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052123	Arthropod Cell Line RNA Seq	SRS817573	NA	411.66	2	4626511	703229672	Solexa-205932	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238776	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1765136	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205932' containing sample 'AAE1-4'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	431653945	2264304	344174208	H7A7UADXX131213.2.tagged_509.bam	SRR1765136.sralite	86514458	2020-06-13T03:07:10Z	1560c2767d66d6ad20dfb7cc03960ddc	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-1/SRR1765136/SRR1765136.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765136/SRR1765136.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765136/SRR1765136.sralite.1	worldwide	anonymous	gs://sra-pub-zq-3/SRR1765136/SRR1765136.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448003	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M2A	RNA:Total RNA	PDO-2348	P-RNA-0001	G50968	RP-510	SM-49JMQ	SM-57M2A	39145	missing	9/14/00	AAE1-4	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1765136/SRR1765136_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1765136/SRR1765136_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR176/006/SRR1765136/SRR1765136_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR176/006/SRR1765136/SRR1765136_2.fastq.gz
SRX840883	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-206001' containing sample 'AAE1-1'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052114	Arthropod Cell Line RNA Seq	SRS817559	NA	567.21	1	6205553	943244056	Solexa-206001	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238773	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1755762	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-206001' containing sample 'AAE1-1'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	594762192	6205553	943244056	H7A2WADXX131215.2.tagged_52.bam	SRR1755762.sralite	237204200	2020-06-23T08:04:05Z	36e244badf484761ebf7885e2532b6cc	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-6/SRR1755762/SRR1755762.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755762/SRR1755762.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755762/SRR1755762.sralite.1	worldwide	anonymous	gs://sra-pub-zq-2/SRR1755762/SRR1755762.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448049	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M4E	RNA:Total RNA	PDO-2348	P-RNA-0001	G50965	RP-510	SM-49JMN	SM-57M4E	39208	missing	9/14/00	AAE1-1	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/002/SRR1755762/SRR1755762_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/002/SRR1755762/SRR1755762_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/002/SRR1755762/SRR1755762_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/002/SRR1755762/SRR1755762_2.fastq.gz
SRX840879	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205930' containing sample 'AAE1-2'	Amblyomma americanum	Illumina HiSeq 2000	BI	SRP052108	Arthropod Cell Line RNA Seq	SRS817553	NA	292.45	2	3380639	513857128	Solexa-205930	RNA-Seq	TRANSCRIPTOMIC	RANDOM	PRJNA238774	unknown	unknown	unknown	keep	NA	unknown	NA	unknown	NA	NA	cell_line	unknown	SRR1755757	Illumina RNA sequencing of transcriptome paired-end library 'Solexa-205930' containing sample 'AAE1-2'	6943	PAIRED	Illumina HiSeq 2000	ILLUMINA	306653582	1746666	265493232	H7A1YADXX131213.1.tagged_355.bam	SRR1755757.sralite	66757999	2020-06-23T08:02:57Z	5d56fce7946bf6f4ba2a73f2bb6093f8	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-1/SRR1755757/SRR1755757.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755757/SRR1755757.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/755/SRR1755757/SRR1755757.sralite.1	worldwide	anonymous	gs://sra-pub-zq-3/SRR1755757/SRR1755757.zq.1	gs.US	gcp identity	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Microbe, viral or environmental"	NA	AssemblyWithoutReference	RNA	448001	cDNAShotgunStrandAgnostic	broadinstitute.org:bsp.prod.sample:57M28	RNA:Total RNA	PDO-2348	P-RNA-0001	G50966	RP-510	SM-49JMO	SM-57M28	39145	missing	9/14/00	AAE1-2	missing	"Bluegrass Army Depot, KY"	RNA	Embryo	missing	missing	NA	NA	NA	NA	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/007/SRR1755757/SRR1755757_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR175/007/SRR1755757/SRR1755757_2.fastq.gz	NA	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/007/SRR1755757/SRR1755757_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR175/007/SRR1755757/SRR1755757_2.fastq.gz
